,smiles,abbr,O_count,C:O,wbx_li_ebind,bp86_li_ebind,wbx_na_ebind,bp86_na_ebind,wbx_mg_ebind,bp86_mg_ebind,wbx_mol_homo,bp86_mol_homo,wbx_li_homo,bp86_li_homo,wbx_na_homo,bp86_na_homo,wbx_mg_homo,bp86_mg_homo,wbx_li_dipole,bp86_li_dipole,wbx_na_dipole,bp86_na_dipole,wbx_mg_dipole,bp86_mg_dipole,wbx_mol_abs_energy,bp86_mol_abs_energy
10,COCCOCOCOC,1:2:1:1:1,4,1.5,-3.2014454849631875,-3.7434863010657864,-2.251463180389692,-2.727038397326396,-9.390443622101884,-10.085546017857268,-9.741757482055151,-5.89499282307685,-14.361679224459099,-10.52909169709185,-13.89933058107455,-10.1377647686878,-19.0804599287497,-15.2909480239166,2.0292039706103657,2.1568013910293247,2.359026084125263,1.906700966707414,1.8212015966895478,1.930722416542062,-537.982915921449,-537.54275914197
11,COCOCCOCOC,1:1:2:1:1,4,1.5,-3.0350812883152685,-3.54003628657847,-2.1518237790114654,-2.6127025467831118,-9.402988463254587,-10.078260449427034,-9.8283168978992,-5.88372730966615,-14.24203076439425,-10.5087647924595,-13.75320544335605,-10.1467989485244,-19.170964995426,-15.275383111667999,0.9034840873269108,0.7185076533861396,1.833724930022576,1.3428567598139227,1.5352370955944514,1.6000640547563205,-537.983915684619,-537.545685769987
12,COCOCOCOC,1:1:1:1:1,4,1.25,-2.7306808037901646,-3.259162303111225,-1.8698537929740269,-2.393101281089912,-8.509789488231036,-9.140299958409742,-10.18519421282995,-6.25118985338135,-14.589628997022952,-10.762647014976,-14.038816140840849,-10.359319865764899,-19.4635962302537,-15.672043471541851,1.7959687320593107,1.2804450448293263,2.2011132147736965,1.9282707448879364,2.324306405277058,2.425407792910693,-498.675723755054,-498.26510382592
13,COCCOCCOCCOCOC,1:2:2:2:1:1,5,1.8,-3.978785332365078,-4.699720660602907,-2.884277917582949,-3.6123574186458427,-11.869780767512566,-12.742890076595359,-9.1295829525853,-5.4699781999809005,-13.6917349245281,-9.82594950739985,-13.416927146908149,-9.66513022175435,-18.06256364818435,-14.293759607374302,1.5812127042216355,0.6333461558237807,0.6233352377764302,0.8561648580659973,0.9320278719329239,0.974978333337582,-731.143715622736,-730.552847786747
14,COCCOCCOCOCCOC,1:2:2:1:2:1,5,1.8,-3.9392142310498457,-4.555397178948624,-2.868584319294314,-3.4746809596581443,-11.756960552142118,-12.53814619388504,-9.629129559333201,-5.40910633162405,-13.74770874357595,-9.88739281484275,-13.3077822814726,-9.699743103537951,-17.95442560399565,-14.298712079453402,1.8092633322487526,2.475009250701371,1.5557849328328397,0.6617791329559748,0.6383343582094694,0.3234074774580601,-731.14152627893,-730.554632658581
15,COCCOCCOCOCOC,1:2:2:1:1:1,5,1.6,-3.803971413632098,-4.445372983253037,-2.763577167133917,-3.314547055950243,-10.994615335272101,-11.918068678820418,-9.39051292382975,-5.36360889582045,-13.95282816408285,-10.201983637405801,-13.6453667244029,-9.8186840675915,-18.28928890842095,-14.48377670917845,1.569375098605932,1.775110346737985,1.6558953644215018,1.1843665158009136,0.45003028255724076,0.7217614193972857,-691.834000211527,-691.273368776424
16,COCCOCOCCOCOC,1:2:1:2:1:1,5,1.6,-3.5323704658840143,-4.1580907673051115,-2.3204720474022906,-3.0878725236543687,-10.931990271768882,-11.783782039798098,-9.65201433416025,-5.50467271591965,-13.81568278343085,-10.0939544387573,-13.4258796925896,-9.750111377265501,-18.37299112883475,-14.57689406881955,1.034657773848549,0.7234747682010814,0.5904049582754035,0.9848783973132101,0.9722566640967546,0.8009353734640655,-691.837404113563,-691.276442337983
17,COCCOCOCOCCOC,1:2:1:1:2:1,5,1.6,-3.827250023736269,-4.500455173598311,-2.6637738739118504,-3.3718691537760606,-11.046616799492767,-11.944551682627207,-9.5164200024561,-5.71528883620665,-13.8006893102683,-10.10415870815105,-13.4742071124384,-9.84287498890095,-18.43601269661055,-14.633003944792652,1.6836650685859489,1.4272281700803446,2.516612378888955,1.6263080883390364,2.625948264849567,2.7158427126629143,-691.832652769652,-691.271506355314
18,COCCOCOCOCOC,1:2:1:1:1:1,5,1.4,-3.333178288379713,-4.043003369624785,-2.2623398750147317,-3.012275734330615,-10.275885475846735,-11.1366671207943,-9.81718744141375,-5.93352414430765,-14.034543953388,-10.282039532222901,-13.6596799129392,-9.88532474957895,-18.578328240422053,-14.801959434568099,2.0610551655846994,1.549050307943353,1.7580339896015742,1.4360037759776425,2.191838402914138,2.050828069742676,-652.527344096938,-651.993700874172
19,COCOCCOCCOCOC,1:1:2:2:1:1,5,1.6,-3.6392503991119156,-4.347363600463723,-2.6652283816110867,-3.3290462085278705,-11.054911501352763,-11.98651405785131,-9.77631594106865,-5.5758304878254,-13.847683372249652,-10.09272992643005,-13.51238468566355,-9.869895894255599,-18.293914843879453,-14.529927218223252,0.6371004727980395,0.5258370375082972,1.5966572693364247,1.526705337593111,0.43110946987217763,0.4390068887660742,-691.834811625774,-691.272353649028
20,COCOCCOCOCOC,1:1:2:1:1:1,5,1.4,-3.3677111904107733,-3.9587430792053055,-2.2768368284232565,-2.903742432848958,-10.274006433875911,-11.107684569138655,-9.956183196249151,-5.97434122188265,-14.179499001549349,-10.457879502416,-13.7865938128124,-10.0381166766347,-18.74970554346695,-14.89006989936,2.148063127592453,2.1772123015216494,2.5285779466749085,1.8875107330405585,1.791173170974624,1.5544278147146011,-652.527971129095,-651.996637985009
21,COCOCOCOCOC,1:1:1:1:1:1,5,1.2,-3.005492975597008,-3.6334645832430397,-2.0039029295367072,-2.6917881512745225,-9.532973080888041,-10.311000868296105,-10.1893575547426,-6.2832176535852,-14.31958321178675,-10.69407432465,-14.011577544405801,-10.2177662407348,-19.0944465806654,-15.26365500471145,2.304602897609521,2.623044205172336,1.61643142235985,1.6726874260627527,2.126176666763569,1.961142708364088,-613.219429785233,-612.715967753425
22,COCCCOC,1:3:1,2,2.5,-2.700595805714329,-3.1476084781334066,-1.8176601690956886,-2.2187159039240214,-7.466778303105457,-7.9809424398845294,-9.40297573818265,-5.553952534245201,-14.4556129256517,-10.6868360962267,-13.85780600748825,-10.1675884467026,-19.631245573546753,-15.810522210061302,2.6792446253066564,2.647812854769,3.9171446203421603,3.516724572408041,4.500787928486226,4.693968721451406,-348.215446753203,-347.930293636333
23,COCOCCCOCOC,1:1:3:1:1,4,1.75,-3.1075356035253208,-3.7083008097160928,-2.229993641416513,-2.7144991381574073,-9.871607006996783,-10.634041594235896,-9.9430945200401,-5.8759992763119495,-13.892963116972851,-10.1086485866843,-13.514996978628352,-9.7934863250352,-18.652315996372998,-14.8511031959684,1.851837120648015,1.3845882951022876,1.3389676342292698,1.0411446516098093,2.0679388817951234,2.0765224304691436,-577.305040338093,-576.83413824095
24,COCCOCCCOCCOC,1:2:3:2:1,4,2.25,-3.9743261297116987,-4.6341264248258085,-2.878803573654295,-3.497492185142619,-11.562277269160404,-12.278997333800362,-9.282619782106499,-5.4585494182599,-13.55292964938805,-9.8890527093308,-13.284979140800699,-9.68760682580565,-18.1387283149393,-14.37384271357645,0.9825236239855264,1.084060266251823,0.549238254854385,0.9284400329991891,1.3757024495106107,1.2533672255716417,-655.917071499559,-655.390799505888
25,COCCCOCOC,1:3:1:1,3,2.0,-2.9241104849661497,-3.4359564963197045,-2.032898162771744,-2.446496871911222,-8.661060395170352,-9.32447784073156,-9.5230051576382,-5.79888221108025,-14.24475190289925,-10.435430109749749,-13.676523760285152,-9.9790135483061,-19.0954806132973,-15.318213831736701,1.629533186743254,1.4309325837154996,2.4664719280417744,2.124530566592421,3.0980177017293777,3.0894605313481116,-462.759658832073,-462.382936473156
26,COCCCOCCOC,1:3:2:1,3,2.3333333333333335,-3.485288993191716,-4.028907620040627,-2.4205911921344523,-2.907802169556817,-9.738251543822116,-10.375560859814868,-9.4858344056599,-5.4100587301008,-14.0770481368361,-10.278991857097301,-13.6163593879396,-9.910821817370799,-18.842006561556552,-15.042018273479203,1.2535952870605187,1.1240327200599254,2.032346218638978,1.843348701286378,2.457251713919472,2.4173849651754327,-502.065765852701,-501.659574931059
27,COCCOCCCCCOCCOC,1:2:5:2:1,4,2.75,-4.092403610204201,-4.754578855438012,-3.0483496517990716,-3.643785782096529,-11.88597510600448,-12.674093915466074,-9.2876266769557,-5.3887794269917,-13.4610368020742,-9.7622476549978,-13.22367189028305,-9.6195511517956,-17.65221596163035,-14.030734359480999,0.8045665188786209,1.3647452692031783,1.7520346826818454,2.126307278213102,2.880918538789508,2.843144451635398,-734.550403016461,-733.96547747658
