,smiles,abbr,O_count,C:O,wbx_li_ebind,bp86_li_ebind,wbx_na_ebind,bp86_na_ebind,wbx_mg_ebind,bp86_mg_ebind,wbx_mol_homo,bp86_mol_homo,wbx_li_homo,bp86_li_homo,wbx_na_homo,bp86_na_homo,wbx_mg_homo,bp86_mg_homo,wbx_li_dipole,bp86_li_dipole,wbx_na_dipole,bp86_na_dipole,wbx_mg_dipole,bp86_mg_dipole,wbx_mol_abs_energy,bp86_mol_abs_energy
151,COCOCCCOCCOCOCOC,1:1:3:2:1:1:1,6,1.6666666666666667,-3.83911616309706,-4.603415718836914,-2.7553549967706203,-3.509827920319367,-12.022895904712641,-12.941000683098537,-9.3625124086133,-5.5679391861609,-13.4066684547443,-9.89479431157635,-13.4044915439403,-9.73930845740065,-17.7598369895031,-13.9782163863345,1.615467760646508,1.602691784056946,1.7553387777509695,2.0255227259376003,1.1706275879579606,1.2054573017486039,-845.702650726127,-845.019726174258
152,COCCOCCCOCCOCOCOC,1:2:3:2:1:1:1,6,1.8333333333333333,-4.259085841917113,-5.120025900338078,-2.9041568015491066,-3.9193428181897616,,-13.681892887088907,-9.2662385283064,-5.50859115536685,-13.3372794228668,-9.6380548936296,-13.115343366399001,-9.4110575195425,,-13.784852284169201,1.2901777799561884,1.4501053398475943,0.7851282380439432,1.1621381610578758,,1.4128006041912662,-885.010485082252,-884.294482829345
153,COCCCOCCCOCCOCOCOC,1:3:3:2:1:1:1,6,2.0,-4.403620648714423,-5.181588240200654,-3.054784756299341,-3.9536675665949588,-12.870650907927484,-13.897612393626332,-9.1510255240047,-5.3359893399947,-13.2039436361218,-9.4081731127272,-12.78752781070165,-9.27491896013735,-17.338441480618798,-13.5978556461056,1.1293607697562118,0.8487985806848969,1.5577631143531547,0.7948615787852914,1.3885413588224502,1.4330134229342655,-924.32628377296,-923.582191588709
154,COCOCOCCCOCOCOC,1:1:1:3:1:1:1,6,1.5,-3.779752987818938,-4.538566085611819,-2.7660994393918372,-3.353613966406556,-11.413701488942024,-12.174362118377758,-9.838004150977,-5.9002990431616,-13.85519371452345,-10.16701700761655,-13.5083846120612,-9.8413239399531,-18.12661924859205,-14.395366919151002,1.5043106120907297,1.4154629017748086,2.351573636014323,2.402504353608891,2.9081908778336922,2.8521316160376546,-806.383921990761,-805.733979633979
155,COCCOCOCCCOCOCOC,1:2:1:3:1:1:1,6,1.6666666666666667,-3.9926918933306297,-4.789688685545116,-2.871050649351673,-3.6045644647383597,-12.018778254227072,-13.148561272701045,-9.7345464650169,-5.91251695504905,-13.4702342502211,-9.6926409320399,-13.265577423260051,-9.543767444431351,-17.83899490861355,-13.993917355508351,0.9907541114479249,1.2105229816862937,1.042057853941011,1.2571672100416809,1.123479771244098,0.9039328476417161,-845.69973439092,-845.013781646987
156,COCCCOCOCCCOCOCOC,1:3:1:3:1:1:1,6,1.8333333333333333,-3.985428542138834,-4.576623087184998,-2.9050065070296114,-3.381791430478188,-12.543288708231557,-13.22147428142489,-9.629700998419251,-5.4890261695159,-13.24446138846125,-9.555441128617801,-13.21518193814745,-9.494242723640351,-17.5394791933682,-13.7447427026055,1.6356607441354478,1.4849406074635512,1.0795895205332229,1.1128762216988406,1.2697397505422396,1.2341160581696056,-885.012545300734,-884.310441547527
157,COCOCCOCCCOCOCOC,1:1:2:3:1:1:1,6,1.6666666666666667,-4.038637024084892,-4.818005599583557,-3.0787897510781477,-3.7396909418239375,-12.345450816337689,-13.236629890201584,-9.40292131541255,-5.5824700657776,-13.3926273800585,-9.772696826857,-13.37507603670125,-9.7420023845206,-17.72846226254045,-13.9668420273836,2.1370221640771794,1.9500142701805812,2.736851507901893,2.217807621813554,0.5829836937794766,0.7004617645124683,-845.688917616949,-845.011642579626
158,COCCOCCOCCCOCOCOC,1:2:2:3:1:1:1,6,1.8333333333333333,-4.117400509305298,-5.01260123303291,-3.0930439881012717,-3.8060162763831613,-12.728649310956826,-13.71662511510658,-9.1873799344315,-5.48774723441855,-13.273550359079701,-9.474650526404352,-13.15591554150855,-9.4095881047498,-17.49052591166325,-13.813233758776352,1.4828495882228119,1.5089308458799575,1.31599580452602,0.5201367642667228,1.2870188093448796,1.3172616063433704,-885.008930112845,-884.295749571397
159,COCCCOCCOCCCOCOCOC,1:3:2:3:1:1:1,6,2.0,-4.389099019743298,-5.058137755575444,-3.1692697052021686,-3.9474040215027344,-13.052896274308296,-13.980303591448319,-9.2410952085202,-5.5101694156997505,-13.04581827759625,-9.3230014775207,-13.0516143026119,-9.40673090931955,-17.30706675365615,-13.477962283575302,1.1113592140712019,1.133921964205421,1.6562514769897536,1.828290722455383,1.31828004994382,1.5921583500935323,-924.325129969138,-923.584950349012
160,COCOCCCOCCCOCOCOC,1:1:3:3:1:1:1,6,1.8333333333333333,-3.8889457176883298,-4.778865217096609,-1.4386739160436264,-3.566542153756018,-12.311263118746865,-13.323239038483734,-9.6324493483093,-5.6925129069197995,-13.422641537768651,-9.7402064331073,-11.507721949030051,-9.3860230452965,-17.4783624225459,-13.82651291468075,2.27625949494478,1.9195512554155991,18.63824028207523,1.3714632568869929,1.1147619818512882,0.8302502433582434,-885.015534699049,-884.304263673469
161,COCCOCCCOCCCOCOCOC,1:2:3:3:1:1:1,6,2.0,-4.432880617227056,-5.274137058677297,,-2.8224384915411065,-12.99656548501298,-14.056454784637026,-9.51100493683115,-5.63969560853775,-13.14699020721215,-9.364662108032249,,-8.0432500386192,-17.1708737714809,-13.49948648914985,1.4566666362131881,1.2224652443312567,,12.780882012695635,0.9599714354727147,1.1759529883382396,-924.326694127078,-923.58156780214
162,COCCCOCCCOCCCOCOCOC,1:3:3:3:1:1:1,6,2.1666666666666665,-4.254087022753083,-5.105964328624395,,-4.113712371334259,-13.135615993600368,-14.21985958890582,-9.451901808502551,-5.62951855052905,-12.954905040144201,-9.220768303887851,,-9.1518418655562,-17.133049946261398,-13.33317050372425,1.3056785374301045,1.3668879852505442,,1.2211228779171845,0.7184894565728547,0.9776243427563434,-963.648356065934,-962.872382971732
163,COCCOCOCOCCOCOC,1:2:1:1:2:1:1,6,1.5,-3.952549037971039,-4.659182093473646,-2.7087383340258384,-3.5425664490030613,-11.798072285750095,-12.70707615025458,-9.37576435313265,-5.6395595516125,-13.6575030021352,-9.82268414119385,-13.322258738319201,-9.69005585046015,-18.00460339802785,-14.20796211031165,0.5813982331452294,1.0918414695917118,1.5990486425711805,2.1216848426926083,2.264010191157389,2.5386177571643933,-806.376212788868,-805.724280237388
164,COCCCOCOCOCCOCOC,1:3:1:1:2:1:1,6,1.6666666666666667,-4.071345101387124,-4.84782472140796,-2.8949240789697797,-3.620282094554568,-11.98894091355396,-13.06951155070783,-9.50382113117795,-5.6615463507329,-13.47009819329585,-9.64444956911635,-13.2687611553109,-9.5440667696669,-17.66837952435005,-13.94553551288945,0.6244060943289136,0.6575517648202617,1.9166388603168458,1.8493922325846173,2.972375195869295,2.4946374907980977,-845.696942816766,-845.012844561367
165,COCOCCOCOCCOCOC,1:1:2:1:2:1:1,6,1.5,-3.6797972249842132,-4.316686709455098,,-3.3055250097531825,-11.789716849099932,-12.595392801518756,-9.49930404125965,-5.78233768896985,-13.43401589671955,-9.8353918580122,,-9.6906817123163,-17.87828814862575,-14.133484549429799,0.9594300825875579,1.4400956609301505,,0.8613415752206214,0.3336976916392229,0.5365634123859303,-806.374181543401,-805.726801747736
166,COCCOCCOCOCCOCOC,1:2:2:1:2:1:1,6,1.6666666666666667,-4.287652536495443,-4.830337467283243,-3.2172371977358125,-3.749723188477219,-12.629465905265533,-13.337307122950733,-8.94166112743,-5.2069529520876,-13.55053504750365,-9.764778313807449,-13.1420649465181,-9.47024228202625,-17.67403949244045,-13.80517918880155,1.4405645880942213,1.003379857007751,0.3897413284228726,1.4805423462333436,0.9863597652619593,0.6933912016533906,-845.674438464142,-845.001250862876
167,COCCCOCCOCOCCOCOC,1:3:2:1:2:1:1,6,1.8333333333333333,-3.905851460658596,-4.807776269528404,-2.802691425647936,-3.6390294177253963,-12.371022235245619,-13.391055287393101,-9.42213255325785,-5.6426072267381,-13.33605491053955,-9.53799863080075,-13.1368947833586,-9.21967984848585,-17.329624991862598,-13.648795358919202,2.9616313207966907,1.9035068180873391,2.2552151730518437,0.9530316386598242,0.5992327185839957,0.8494393379546328,-885.012340512277,-884.297855347986
168,COCOCCCOCOCCOCOC,1:1:3:1:2:1:1,6,1.6666666666666667,-3.6325151947785344,-4.3529730516565905,-2.72691560430394,-3.3582493316607724,,,-9.72869601723115,-5.90669371864835,-13.37001471908195,-9.6577559364058,-13.0027970778322,-9.3793290445742,,,3.0430562485233636,2.4544808459896084,1.304923091569912,0.9345932968160562,,,-845.699337476677,-845.017631191804
169,COCCOCCCOCOCCOCOC,1:2:3:1:2:1:1,6,1.8333333333333333,-4.301048469093075,-4.799225792121433,-3.347413538271212,-3.766751452545577,-13.003576979186619,-13.661011813248479,-8.9507497300367,-5.2809134966535,-13.28653018974855,-9.6267349574488,-13.01838920146585,-9.2868647581743,-17.46064781087835,-13.626318754867901,3.0917682925428487,2.394493977587236,1.165809367856841,0.8952235298650872,0.6587091467317151,0.8617782721307082,-884.99630681593,-884.295125121145
170,COCCCOCCCOCOCCOCOC,1:3:3:1:2:1:1,6,2.0,-3.8895393022175995,-4.922110257306485,-2.777121358354634,-3.8159939906036016,-12.780667093538796,-13.818841473595967,-9.2164416936649,-5.36061564346495,-12.9859804418713,-9.3240899329227,-12.8774070155218,-9.2044142614728,-17.2734606931194,-13.41714483798855,1.2361575063407337,1.0000530193982018,2.4274519088051005,1.2074138181979561,1.4438153738090285,1.5559529234570832,-924.330680394725,-923.586032726814
171,COCCOCOCCOCCOCOC,1:2:1:2:2:1:1,6,1.6666666666666667,-3.9639101069478784,-4.738336548467487,-2.9275334234371257,-3.668538658221223,-12.129932338655635,-13.126727843184199,-9.0763030606574,-5.36665657094605,-13.15313998023345,-9.4386498639832,-13.294775239418701,-9.56134599917365,-17.48829457808915,-13.844608485739,2.7478183570575747,2.4974804720192245,0.7726597557815703,0.9715465149977358,0.8689928605471456,0.8220275742962262,-845.690513186617,-845.005799798903
172,COCCCOCOCCOCCOCOC,1:3:1:2:2:1:1,6,1.8333333333333333,-4.148121730693674,-4.812188991891162,-2.2884218817489455,-3.7180165184036014,-12.52187491102086,-13.455499025010795,-9.20476800947845,-5.4149023566397005,-13.3338507883505,-9.55557718554305,-12.427548397875201,-9.5267603287751,-17.3961296169248,-13.568004756705749,0.20504134818679506,0.5222809599626717,1.9427591557651493,1.11541411982766,0.9588918433303089,0.9098492607510135,-885.008169874387,-884.29769661994
173,COCOCCOCCOCCOCOC,1:1:2:2:2:1:1,6,1.6666666666666667,-4.291895323836798,-4.868391668966069,-3.271854876747966,-3.8032754353043856,-12.406143126161624,-13.36466498759546,-9.263299698721001,-5.5050808866954,-13.5615556584489,-9.77234307885135,-13.23134550086715,-9.557672462191901,-17.71708790358955,-13.92605216119365,0.7097264842627747,0.8112339749980189,0.7766036328226613,0.4093123783918012,0.8512956438404188,0.3412727102639761,-845.681952929259,-845.004071762683
174,COCCOCCOCCOCCOCOC,1:2:2:2:2:1:1,6,1.8333333333333333,-4.214057364122709,-4.950328891445679,-3.330888010234048,-3.9549336004274664,-12.932216456640163,-13.839610333576275,-9.186672438420201,-5.28845105031235,-13.3141497455743,-9.5374271917147,-13.19580743199185,-9.37516570266155,-17.4820631709127,-13.7391915800553,2.9246128240761977,2.8026706790070595,0.7581648899973502,0.866945947264355,1.0186382630613773,0.6163757231870283,-884.994662228081,-884.286948655906
175,COCCCOCCOCCOCCOCOC,1:3:2:2:2:1:1,6,2.0,-4.352775350060256,-5.184574624439847,-3.339979280550324,-4.120350927907566,-13.08469223949578,-14.073386848755035,-8.98130811544785,-5.3226013385501,-13.0835604686606,-9.26376229226685,-12.75868374254865,-9.07159549104375,-17.262576139099398,-13.485254934768701,1.5274650716816391,1.346150967370795,0.8955065300934008,0.3892916802473523,0.9309673885133117,1.018207163870089,-924.315129150271,-923.573306436164
176,COCOCCCOCCOCCOCOC,1:1:3:2:2:1:1,6,1.8333333333333333,-4.068847891288897,-4.877136530056305,-2.9189244678964315,-3.772218795009394,-12.52424987262566,-13.58988512599899,-9.5151682787438,-5.720839958756851,-13.3714569224896,-9.5242568813505,-13.0467162533029,-9.2890960917484,-17.38543554260015,-13.644713651161702,1.595673851027652,2.1747307131220177,1.118288762648661,1.1428704577324262,1.0053203478038664,0.7384376344155111,-885.009528088179,-884.29473259609
177,COCCOCCCOCCOCCOCOC,1:2:3:2:2:1:1,6,2.0,-4.336338765013352,-5.117146346696245,-3.1470490467145282,-4.043465956106957,-12.97207122229156,-14.008678531343321,-8.9189668322983,-5.3596088222181,-13.1627455991561,-9.3749752229662,-12.91452334473,-9.19959784631895,-17.27963767752575,-13.486397812940801,0.5697570627315951,1.1441220835752712,0.412808224444402,0.3289491303684271,1.0852231226354756,0.6169177887668533,-924.316910538615,-923.576036017404
178,COCCCOCCCOCCOCCOCOC,1:3:3:2:2:1:1,6,2.1666666666666665,,-5.126842831799877,-3.271725516533479,-4.098089267929026,-13.588839211515733,-14.47933636821108,-9.33015807178885,-5.321512883148101,,-9.2354352404298,-12.72015242131785,-9.2597622186645,-16.95859775670585,-13.170854591901,,2.6780327042294547,1.4340560203707893,1.7465952613512312,1.3614327502676693,1.3682176690146237,-963.63279561505,-962.865192000132
179,COCCOCOCCCOCCOCOC,1:2:1:3:2:1:1,6,1.8333333333333333,-4.266244413705863,-4.768017925340246,-3.308660574723035,-3.7266373326201574,-12.765786549935001,-13.445596920468233,-9.182781210358051,-5.4998018779957,-13.40408337316455,-9.5523934534922,-13.2052497826042,-9.4027852584873,-17.59866395585195,-13.7788113566881,1.2571368651604302,1.0036631847195414,1.108704642125198,0.9430653950379155,0.5531895005259723,0.38185532716091397,-885.001557489052,-884.299410009915
180,COCCCOCOCCCOCCOCOC,1:3:1:3:2:1:1,6,2.0,-4.067289403359609,-4.833433121453709,-3.214856955462892,-3.795322953883442,-12.865427287579223,-13.520231430360582,-9.4108942512322,-5.4476376528548505,-12.905543587663502,-9.3459678865029,-12.96086433347015,-9.31361354967845,-17.161975648569552,-13.49007134992255,0.7359842085246879,1.5320295741462724,0.21941135077516205,0.4860294873934279,1.2540697625005108,0.8489707022696523,-924.322250701625,-923.585832595218
181,COCOCCOCCCOCCOCOC,1:1:2:3:2:1:1,6,1.8333333333333333,-4.170502477554692,-4.861614766647108,-3.25095054434496,-3.84369648665961,-12.664760385945556,-13.55064130106257,-9.1528758981881,-5.39250738674355,-13.225277362001,-9.5700808537747,-12.91123076713895,-9.4218876507924,-17.37509521628115,-13.760824631170049,1.6881653353398176,1.8569328177122635,0.4115392913832373,0.3875674496343585,0.988528010749279,1.1322771694561544,-884.999629924791,-884.293486908553
182,COCCOCCOCCCOCCOCOC,1:2:2:3:2:1:1,6,2.0,-4.366997645145602,-5.284772628598148,,-4.17992775428138,-13.229776335781935,-14.33503159934844,-9.34512433356635,-5.53803387399095,-12.9461429741581,-9.207543570753549,,-9.22974806095435,-17.332808723913452,-13.53698377774875,0.4219349645320298,0.8032870272258033,,0.8036493997730977,1.1847395804160106,0.9178842645921536,-924.314399154189,-923.569819503282
183,COCCCOCCOCCCOCCOCOC,1:3:2:3:2:1:1,6,2.1666666666666665,-4.695257228457194,-5.238227817309962,-3.17844605348364,-3.9879416881849465,-13.14166300502984,-14.026563152612653,-9.2570410801595,-5.150679807804201,-13.016593250052551,-9.20797895291435,-12.78921491657475,-9.1496105319821,-16.956230366206498,-13.2622304228989,1.2109590969166468,0.6537050123502266,2.1748300905907767,1.7312380586039688,0.5453615792069078,1.0488566945474525,-963.63089566881,-962.868339014426
184,COCOCCCOCCCOCCOCOC,1:1:3:3:2:1:1,6,2.0,-4.047618257023714,-4.890588816560921,-2.9190357218903955,-3.758149066572514,-12.763391777414654,-13.792999170153053,-9.4772900307542,-5.58238843162245,-13.08478498098785,-9.5023789277703,-12.928455573875599,-9.29881055621125,-17.40295967457235,-13.6548362864003,0.9714135947515299,1.4325758168441454,0.7606440002483801,0.8782563957503449,0.34139353665734345,0.4128414802670058,-924.32889732042,-923.585061454956
185,COCCOCCCOCCCOCCOCOC,1:2:3:3:2:1:1,6,2.1666666666666665,-4.681045662498946,-5.176093926507747,-3.743485359929764,-4.128186915007973,-13.341092636943358,-13.978462175302411,-9.1095009504184,-5.37177231133545,-13.095751169163,-9.38572372006095,-12.869624559397499,-9.18027776293345,-16.72746425209115,-13.32059884383115,1.482366733423091,2.192597274469334,1.0417229054429318,0.9935052120092839,3.6033953431437027,3.2216106151364583,-963.621471114383,-962.864462107069
186,COCCCOCCCOCCCOCCOCOC,1:3:3:3:2:1:1,6,2.3333333333333335,-4.292452304296603,-5.046312081882206,-3.2992335266972077,-4.177623161467636,-13.536239637469407,-14.555598315604584,-9.39916614427565,-5.444317863878751,-13.010280208720951,-9.26860591880575,-12.58687105734295,-8.82081536642295,-16.765206443155503,-13.13093549003265,2.1844891131908275,2.0220593460847516,1.3592557187709056,1.5605895501563376,1.1946054423730166,1.4945144220942128,-1002.95686676522,-1002.156393125255
187,COCCOCOCOCCCOCOC,1:2:1:1:3:1:1,6,1.6666666666666667,-3.789965271244,-4.718306078149908,-2.7621740953763947,-3.5416889692423865,-12.111868184318155,-13.127194728662289,-9.258401649411999,-5.3466017801642,-13.26827135038,-9.7164236825736,-13.2517812510397,-9.5142430916521,-17.663236572575602,-13.934596536099349,2.3358301931646097,1.5928028874711284,1.1400128468907151,1.0149837546140297,1.3679897460870725,1.2325063183828306,-845.698167736916,-845.014708212148
188,COCCCOCOCOCCCOCOC,1:3:1:1:3:1:1,6,1.8333333333333333,-3.8795404503725877,-4.694310512499214,-2.746500173678214,-3.524231829051132,-12.276825997654669,-13.374736902980658,-9.612911573843402,-5.8238350511711,-13.490098561307601,-9.6538374969586,-13.1275340669014,-9.36727440099705,-17.4476135574394,-13.717313626475102,2.320192070633878,2.6798017890373993,1.5142458626298585,1.646002760839152,0.9743234437857072,0.8276692034477096,-885.020800664187,-884.305258854965
189,COCCOCCOCOCCCOCOC,1:2:2:1:3:1:1,6,1.8333333333333333,-4.067818795596395,-4.766892880892556,-3.059111833015777,-3.751681636858848,-12.699189359962475,-13.598220304054848,-9.50436535887895,-5.729955772748601,-13.28805402731135,-9.39399598111615,-13.169711713728901,-9.33962763378625,-17.4078849352664,-13.66999302787315,0.515902856314478,2.3241625876506324,0.6431470590910571,0.7348708071738689,0.44203145348163514,0.6447985323189852,-885.006442981054,-884.295337090932
190,COCCCOCCOCOCCCOCOC,1:3:2:1:3:1:1,6,2.0,-4.217432163288322,-4.893448948252626,-3.3055000828280754,-3.9512171902861155,-12.870832848795544,-13.840662318845716,-9.5687747072923,-5.33922749481565,-13.0572198479322,-9.3972885587072,-13.0207021691951,-9.18283563312815,-17.22194954121975,-13.4499345569738,1.8759923189229162,1.502524212911661,0.3250847571087964,0.13863826372255547,1.2693916726787688,0.533870238107851,-924.320563421818,-923.582464180785
191,COCOCCCOCOCCCOCOC,1:1:3:1:3:1:1,6,1.8333333333333333,-3.6920509428200603,-4.515190134836303,-2.7296809820327326,-3.4891811589222925,-12.250436100544903,-13.272402124319342,-9.79846600849935,-5.97782427916905,-13.3442455374396,-9.56482905646005,-13.179562235117,-9.447384718584251,-17.250603129677398,-13.52609922372875,0.48502054576191617,0.45136382797583824,0.4715324709384612,0.19566122104076292,0.581226624711223,0.7953922187640987,-885.019529420976,-884.306166898975
192,COCCOCCCOCOCCCOCOC,1:2:3:1:3:1:1,6,2.0,-4.034965055179782,-4.856368689299416,-2.9413172447675606,-3.756309771335509,-13.014763267452508,-13.881798464233725,-9.3880911105603,-5.7859023804114,-13.1044043896089,-9.3687710271748,-13.04451213111385,-9.3095046305359,-17.08360685962555,-13.41121275604765,1.3182226935413293,1.780497407218374,2.4272760793191095,1.0417706960422548,0.8612976010432754,0.7900020115122586,-924.324554383914,-923.585418314824
193,COCCCOCCCOCOCCCOCOC,1:3:3:1:3:1:1,6,2.1666666666666665,-3.99319489230038,-4.832335184513795,-2.9398370568560495,-3.717614987930574,-12.89237233591848,-13.933053319989995,-9.42806463519875,-5.5862252369145,-12.8261407660876,-9.306075996019601,-12.79046664028705,-9.0856637771146,-16.892963895965252,-13.2618494635082,1.0341306208290912,1.2491466411103769,0.5807138347369908,1.3657683719951297,1.0080992393570347,0.9979770772961742,-963.650563327934,-962.878541188962
194,COCCOCOCCOCCCOCOC,1:2:1:2:3:1:1,6,1.8333333333333333,-3.7986451154501992,-4.812521237643523,-2.954031625533389,-3.6772581732511753,-12.42714613305725,-13.44728096351173,-9.3338316087706,-5.55904106324955,-13.03335546324335,-9.5270324426256,-13.1464187681261,-9.441969652959301,-17.56225512265505,-13.755654468010551,1.4088927285474904,1.8868229026494368,1.7328675871671324,2.0711635396630945,1.2024437257875975,1.0464215099296332,-885.009418045116,-884.295245186539
195,COCCCOCOCCOCCCOCOC,1:3:1:2:3:1:1,6,2.0,-3.9943124114943203,-5.00392272724639,-3.1106738167109143,-3.8249058219262224,-12.74529038577748,-13.826603112971497,-9.092956428308,-5.3850242558548,-13.10737043057935,-9.3821046058493,-13.160405420041801,-9.331518641041349,-17.27501174206725,-13.47445201490385,2.6745252637303794,2.5099616644049267,1.5249681100015902,0.3240817815246948,0.9763875060844202,0.21232043044104495,-924.329145623651,-923.584354192501
196,COCCOCCOCCOCCCOCOC,1:2:2:2:3:1:1,6,2.0,-4.402367794689781,-5.11156378809028,-3.4989198571784073,-4.067419514700305,-12.982313949807576,-14.023924211400299,-8.6785814567666,-4.8638718093771995,-12.891284821897301,-9.4244455209871,-12.954007064437551,-9.240442135279,-17.17748613804805,-13.5432151849252,2.4049217717527815,1.0940446361244611,0.18777917986213477,0.2974463004186543,1.2788589200404352,0.8943125820770418,-924.31192721427,-923.574610221479
197,COCCCOCCOCCOCCCOCOC,1:3:2:2:3:1:1,6,2.1666666666666665,-4.340177644808136,-5.260920839937171,-3.245324340699881,-4.187903863239626,-13.181312398824957,-14.548118228365638,-9.3593558879475,-5.47403269635335,-12.8817064143597,-9.22022407618685,-12.65827373171415,-9.08316032969,-16.7348385374397,-13.18176635730605,1.2414852160059031,0.9430302776695338,0.3511100659063134,1.3803179504285046,1.0554758605174759,0.7998140636368931,-963.636574381019,-962.86031807503
198,COCOCCCOCCOCCCOCOC,1:1:3:2:3:1:1,6,2.0,-4.183109864105063,-4.822964254664839,-1.7923627542659233,-3.6990880631419714,-12.892063826810045,-13.834655584530992,-9.4531807435999,-5.77003814292725,-13.1644327050292,-9.40117978676935,-11.93341685675225,-8.418114079068001,-17.27816826273305,-13.54438527448235,0.44921334166854865,0.33880844282252365,11.743574775538466,5.371130891285897,0.6761029081089671,0.16672477786924078,-924.32674782897,-923.587714758624
199,COCCOCCCOCCOCCCOCOC,1:2:3:2:3:1:1,6,2.1666666666666665,-4.369302708200848,-5.334054957798799,-3.1774305796570843,-4.179959484783467,,,-9.22528539380615,-5.227307068105,-13.0796964519835,-9.3424848292165,-12.95602070693125,-9.084820224178051,,,1.5049576308819292,1.4258508435687816,0.5378347713378129,0.5606806258443898,,,-963.639475889181,-962.86240075717
200,COCCCOCCCOCCOCCCOCOC,1:3:3:2:3:1:1,6,2.3333333333333335,-4.641705571906641,-5.289447477618523,-3.427561468066415,-4.060859198576509,-13.60018347435107,-14.445324018273823,-9.1254468220577,-5.220395376302299,-12.93218353362745,-9.186373113184649,-12.62230028067805,-8.9644098453318,-16.91288262982185,-13.24669272203535,1.095657207347826,1.5109474248269579,1.1707872205842074,1.095411310116918,0.9930840382791788,0.6885343624843341,-1002.952431945648,-1002.158571285922
201,COCCOCOCCCOCCCOCOC,1:2:1:3:3:1:1,6,2.0,-4.032930639565166,-4.9082992807125265,-1.3852221163469949,-3.702668113179243,-12.63536503748037,-13.674505286413478,-9.41358817835215,-5.6636688387667995,-13.287700279305701,-9.44009206739085,-11.1068710358585,-9.2844157335198,-17.14483247598805,-13.46416611135495,3.941765863399989,3.7519597104252167,27.236325528231763,0.6286684197686621,0.7915302882240026,0.6398240291362638,-924.329465617546,-923.586119998919
202,COCCCOCOCCCOCCCOCOC,1:3:1:3:3:1:1,6,2.1666666666666665,-3.9019193849271687,-4.886688952508848,-2.969820761059964,-3.746972390639712,-12.943647093630716,-13.969070335861034,-9.42104409785585,-5.5987424740375,-12.71775781943345,-9.404417941590301,-12.94453750244015,-9.2349454354989,-16.97802668563155,-13.2316448261027,1.4808018798371485,1.2095791679126622,0.9224749794768455,0.7066487846416372,0.31924663013390037,0.3009615424321995,-963.646784304367,-962.876027734799
203,COCCOCCOCCCOCCCOCOC,1:2:2:3:3:1:1,6,2.1666666666666665,-4.476757538064703,-5.267474432253948,-3.2219422978123475,-4.023914568388136,-13.394219701644033,-14.359209849189938,-9.115541877899501,-5.3398805680568495,-13.1042411212986,-9.35780483899965,-12.903012928853851,-9.3218585993486,-17.209541149636948,-13.4116753495935,1.7096097120021356,1.5720661192624106,2.31707570530993,1.5646855356626759,0.9102624632700203,1.0665819077267724,-963.636832015053,-962.866558881636
204,COCCCOCCOCCCOCCCOCOC,1:3:2:3:3:1:1,6,2.3333333333333335,-4.62926436708949,-5.286819213553827,-3.003618728955189,-3.928205467876978,-13.487576835461368,-12.37331790560711,-8.96465474779725,-5.2516884691098005,-12.9842933359982,-9.237530517078651,-12.792616339705999,-9.22060503557755,-16.8372077679978,-10.83951917774225,2.226620080500516,2.685216601320257,2.739738028876978,2.3877210982687003,1.0407797087707933,10.72436398095644,-1002.950009837429,-1002.152716834087
205,COCOCCCOCCCOCCCOCOC,1:1:3:3:3:1:1,6,2.1666666666666665,-3.9232850298503763,-4.843611840351514,-2.7687933898705523,-3.786629261325288,-12.802233479658753,-13.9985454530688,-9.1979379518309,-5.5091081716828,-13.088295249659302,-9.32357291660675,-12.8441002802206,-9.15273984126285,-17.06423235346995,-13.3328711784887,3.842419594875562,3.20554379441821,0.44458250697005397,1.024372312210484,0.787962199990071,0.29215294887782123,-963.65186669537,-962.878033383968
206,COCCOCCCOCCCOCCCOCOC,1:2:3:3:3:1:1,6,2.3333333333333335,-4.387713860920485,-5.338932849932462,-3.086296647496056,-4.234053476789995,-13.47954439154637,-14.686573269751534,-9.1275148873215,-5.14700627082245,-12.5818913738788,-8.90446316406665,-12.71835646990455,-9.26713650401305,-17.0019999158606,-13.202283741633751,1.7640004003904621,1.267032928753329,1.4711190460530343,2.6405224892874033,0.755222978592946,0.32508429406294226,-1002.957405280541,-1002.15166333946
207,COCCCOCCCOCCCOCCCOCOC,1:3:3:3:3:1:1,6,2.5,,-5.3116336506427615,-3.233344635729736,-4.378245629286539,-13.034168123151176,-14.07144977212738,-9.1882506987531,-5.45171936061235,,-9.0435405530572,-12.82497067653045,-9.02588036415975,-15.16580286407165,-11.4291082576206,,1.0820358222032322,2.0982532879189386,1.577450732062286,4.5449557063702875,4.660421432352981,-1042.276641897149,-1041.441082520649
208,COCCOCOCOCOCCOC,1:2:1:1:1:2:1,6,1.5,-3.835150175887975,-4.601685905599879,-2.7448458533799567,-3.572103812395653,-11.622888356359908,-12.627877889502997,-9.318266696522,-5.3877998171299,-13.650945058338149,-9.880290643344699,-13.285931539277449,-9.70953920215595,-18.09037368370545,-14.24823496018565,2.8738987765589212,1.5800314566282379,1.5791930409783441,0.6710525355927923,2.054886726011537,2.2693850512881757,-806.378173165133,-805.724313390304
